"s0","s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12","s13","s14","s15","s16","s17","s18","s19","s20","s21","s22","s23","s24","s25","s26","s27","s28","s29","s30","s31","s32","s33","s34","s35","s36","s37","s38","s39","s40","s41","s42","s43","s44","s45","s46","s47","s48","s49","s50","s51","s52","s53","s54","s55","s56","s57","s58","s59","s60","s61","s62","s63","s64","s65","s66","s67","s68","s69","s70","s71","s72","s73","s74","s75","s76","s77","s78","s79"
166716.642886898,173495.093943811,179911.044053283,185963.379668027,191655.144227776,196501.49486308,200224.122095129,205151.773777932,210956.091921963,216628.685720655,221930.328823227,226871.512257595,231471.883280043,234953.838434195,238329.717391945,241485.677747438,244396.383516423,245720.789635375,245749.502757008,245687.646855677,245645.084355909,245670.939973233,245693.452657569,245722.485643335,245711.648029869,245411.87742143,244994.354171019,244612.98741796,244255.027609206,243915.457812891,243594.220832137,243258.608345044,242760.88877795,242199.914037033,241878.507518772,242364.716240941,242998.240427847,243494.367175778,244010.678345075,244454.311078317,244811.313352959,245165.979198437,245425.453022733,245604.537559871,245824.08059075,246029.926126028,246280.510172046,246439.629329844,246563.540585885,246639.683695899,246952.548325323,247338.030574306,247699.336264523,248026.494419183,248334.277905441,248563.039197221,248770.54138342,248942.576134935,249118.727780982,249257.392951068,249366.220245551,249478.14924822,249583.359328864,249711.546271559,249867.555230574,250013.126192895,250134.981585879,250236.336302077,250331.487851211,250407.764179948,250480.716640906,250553.626519842,250632.555942699,250682.789790214,250735.318497248,250782.825238091,250832.300328761,250868.957311118,250904.653442521,250937.214049623
166716.642886898,159537.185197879,153265.073728311,147765.110643558,142925.779765984,139148.805100852,136566.52414491,132588.203386358,128958.632843866,125754.726252672,122904.696933854,120367.807587726,118098.286344731,115830.099565574,114766.395312449,113897.705408856,113113.664286053,112298.744157639,111468.778600315,110817.944486488,110395.663294674,109981.522039193,109602.606191777,109255.426816958,109049.77350509,109067.931864415,107963.515557659,106820.908988335,105540.209131313,104319.042256521,103259.292605812,102411.121550201,101831.601754194,101353.221117253,100843.420853507,100245.245642129,99261.1673468229,98005.8976093747,96908.1186678688,96018.9167275857,95267.3184058256,94600.8463455962,94025.9466196916,93506.5739248237,93020.9922189199,92578.5146663175,92206.765089207,91929.7099136938,91664.4124205318,91403.3321439103,90988.8763791549,90644.3135161176,90341.7938150786,90074.9635157376,89831.361588931,89564.3147946642,89377.8425310784,89227.1405963665,89100.0531381392,89021.504522858,88948.468354898,88848.127768531,88762.9333903909,88674.6300508296,88586.9274119959,88500.707001539,88413.0619588154,88340.3090303266,88261.8448150823,88185.6532118053,88113.9818903855,88052.3050958545,87988.8160900823,87932.6507576114,87881.7477494755,87846.221885157,87802.6343350744,87767.6544003634,87718.0230839733,87690.8828810524
166716.642886898,162917.689979997,159531.649184076,156507.727345836,153802.377138872,150964.447050142,147785.74743431,144436.409866709,141635.038594077,139182.333645175,136984.477682439,135011.211519137,133238.893153214,131684.865320193,130086.15340272,128626.802104318,127310.069802076,126510.082963729,125718.600977118,125045.117323613,124520.87286481,124142.79331311,123825.493750218,123535.077116234,123329.120466039,123235.492275994,123789.909738162,124503.026885593,125211.932464334,125796.598447352,126452.372487856,127109.606491599,127582.928243477,128040.294091665,128507.625126862,128916.10486324,129247.559551153,129575.307508217,129858.475529049,130137.390446668,130428.111612518,130697.713453003,130945.766559707,131219.274573773,131470.633386409,131701.997357066,131920.847575406,132095.028719765,132245.482877893,132392.301868435,132559.816989758,132733.747265942,132867.249314282,132973.381608613,133071.913288465,133134.477375626,133209.614053692,133295.734710625,133405.436249735,133483.001275181,133558.828254863,133638.85994809,133721.630278791,133815.672096758,133895.825226545,133977.043345003,134056.297595007,134123.15295339,134192.499780912,134256.015339919,134317.8945526,134364.777297442,134422.9821654,134475.245813084,134521.929263817,134547.33976836,134583.504265817,134606.377276342,134640.795899523,134656.823570909
166716.642886898,166369.825790127,166054.447189359,165767.606522795,165506.679426895,165235.892439666,164937.074338263,165138.704051526,164527.547565042,163782.516656106,163106.534375534,162490.902165939,161934.121184379,162640.578328425,163529.770823179,164340.236282366,165080.011613815,165448.971345498,165296.748882455,165117.812960185,164994.946410127,164907.947447143,164847.815018045,164784.882976875,164683.329577928,164451.151138387,164904.743853515,165452.638977637,165917.522035047,166223.858291438,166526.878795345,166737.521177985,166740.722233527,166513.313275976,166376.449047399,166415.482520045,166511.82584238,166585.991366787,166639.205107577,166793.563399815,166982.536549536,167158.978364121,167344.203523899,167523.534873746,167696.741335349,167862.088980253,168050.442888182,168198.072518009,168402.398778327,168593.571184266,168741.339631847,168869.416183512,169012.390583783,169148.57085649,169290.504813158,169402.601058201,169533.522654965,169663.220446772,169786.508957875,169893.92839104,169987.195165098,170060.66199376,170145.891985379,170241.098065789,170315.505109289,170381.595642391,170436.689030106,170484.210338802,170525.795441662,170566.134292154,170602.173199242,170633.147423061,170667.024180857,170689.325811232,170709.903133705,170732.80962854,170751.697853964,170771.106786826,170785.954346498,170802.498042012
166716.642886898,166369.825790127,166054.447189359,165767.606522795,165506.679426895,164812.600540677,163465.514485664,162835.078882312,161628.194944795,160378.883754214,159248.936773925,158222.187224567,157296.53140313,155296.424761568,152543.846198326,150035.541509816,147786.227091533,145476.984859783,143638.782388685,142120.480947245,140930.267616631,139786.584909822,138713.138171291,137755.413785708,136937.753137347,136213.1835865,135650.596968194,135032.817363269,134546.106620244,134184.04116165,133810.690768437,133487.373543538,133068.397169143,132646.99839823,132216.642411122,131794.519685036,131612.675279583,131442.639537787,131313.172887027,131074.133352449,130779.799667436,130530.571387607,130322.491872667,130220.430532309,130136.158448921,130062.609709938,129740.837772928,129326.10667213,128937.30707198,128562.787098351,128094.4198174,127593.585373693,127169.739510809,126802.881403109,126480.4550186,126053.901166065,125705.004837475,125430.916403918,125133.956846654,124889.386208809,124674.755239627,124445.334955448,124264.200191835,124102.083748701,123974.923533213,123847.971568551,123719.768980646,123618.661925382,123505.236907498,123487.106772775,123466.724488419,123456.745558852,123430.476711443,123403.550813316,123378.778708485,123367.356536542,123347.274089794,123334.401396393,123307.74305178,123297.81584725
166716.642886898,162917.689979997,159531.649184076,156507.727345836,153802.377138872,150781.480678691,147160.884840356,145009.367024425,142841.199209259,140816.443802141,138996.259133781,137355.4721682,135880.10246525,134130.711253176,132182.983773122,130419.940342011,128832.11195403,127158.713496471,125504.298321201,123458.482875894,120936.970468777,118691.665221845,116661.967761474,114856.756061922,113250.72991446,111766.055745164,110848.466580256,109876.154379168,109035.357146222,108318.410977062,107673.551151509,107110.367272616,106512.620081506,106048.148467002,105708.074968767,105308.813865019,104969.503182709,104737.067690155,104528.64774898,103799.007792677,102302.455927223,100965.714141399,99936.043876584,98980.2255709417,98114.5389294827,97341.3309494946,96700.9383694543,96125.3362250772,95648.3273237806,95233.2054297917,94863.0553703836,94513.8885406319,94233.3461465377,93963.9703847935,93707.5919406804,93535.5823385113,93289.9899016272,93065.6979928202,92850.9852434564,92619.1326669711,92464.9996051747,92357.5592573161,92241.9027175622,92137.2064546811,92060.8954736318,91992.2100677327,91934.3807914649,91884.3014307699,91849.8634865135,91818.7965643922,91791.2196186501,91773.5455275343,91754.7716127786,91743.7016977333,91729.473083969,91706.6649957217,91691.9510733361,91674.5079719937,91666.153736625,91651.5548110938
166716.642886898,177171.359098067,187267.097885116,196966.021238942,206240.027666028,214461.319421854,221231.335629853,228463.302173236,236550.81631809,244442.879831621,251863.707730725,258816.141905561,265323.173821233,270291.7474294,273697.821914181,276772.6585176,279609.796490294,283525.522634175,287013.933072044,290272.787681708,293135.27735308,295719.06228773,298120.084578394,300296.692874499,302241.97793337,303869.544981006,306786.365635487,309723.404732383,313034.693866885,316627.354838941,319497.664834642,321625.247701719,323179.840091714,324763.708024309,326314.359075704,327591.880862402,328416.865023717,328675.832509979,329161.775416749,330510.332158454,332495.972321851,334457.248647977,336202.977343386,338075.326416742,339775.528896305,341351.29160616,343013.88222753,344579.766888726,345841.677561165,346922.772598252,348759.037270664,350739.206428191,352574.973135061,354283.475527883,355770.1572555,357009.565153747,358468.333715283,359734.734283502,360989.28054579,362099.860962108,363069.323798141,363915.080884787,364695.810864603,365400.328788226,366108.059852529,366760.941770082,367314.569573389,367807.03567532,368269.619713738,368661.452462464,369040.305045442,369385.414095778,369713.754427329,370033.989454529,370346.72351904,370608.283943081,370856.788825914,371068.027822711,371299.411446449,371498.067104401
166716.642886898,162917.689979997,159531.649184076,156507.727345836,153802.377138872,151498.817355962,149621.55889119,148828.053902297,147074.95114179,145245.813497583,143598.624316375,142113.134156037,140773.898394794,139226.9693787,137298.660892261,135527.532598912,133931.93369026,132689.762384844,131983.421478094,131419.160836053,131039.068156923,130617.639133473,130189.736359819,129820.118759589,129545.112549538,129368.380930286,128834.798315722,128272.834490671,127785.598883749,127352.198863476,126897.299204262,126451.611516943,125246.59668223,123930.779646553,122754.001735872,121864.203265786,120996.393489148,120188.691107359,119471.567989512,118724.351851726,118077.693884446,117501.105860033,116963.34544679,116486.738732303,116071.024475389,115699.46907856,115345.486961813,115011.590435854,114694.000205614,114401.406305624,114088.145028319,113844.211600877,113640.331902005,113386.478211005,113129.412264819,112907.190010365,112703.540217657,112519.280247827,112334.842901851,112168.971841922,112019.608117653,111849.07844237,111717.750721692,111614.508250489,111530.722484654,111457.355907447,111387.953350159,111324.417966281,111269.979479199,111209.787096643,111145.318164097,111074.25548475,111002.856702588,110941.557002485,110881.122562512,110839.254205752,110787.374100503,110752.298923891,110700.213394344,110666.445921756
166716.642886898,166369.825790127,166054.447189359,165767.606522795,165506.679426895,165171.032467226,164710.979890505,164784.007426039,165980.070866292,167324.667398445,168559.139187007,169694.536950328,170733.033328997,171485.649078157,171515.17666937,171486.207586369,171463.184688322,171197.16124098,171041.769136073,170970.371422132,171025.649144523,171120.319390852,171213.82342467,171297.509967824,171394.450197784,171365.975076175,171137.621367515,171135.907065403,171146.407532184,171148.543269523,171194.654407471,171358.778404696,171589.063872848,171816.928159716,171936.645130385,172052.66683888,172221.511710092,172390.466458896,172550.866554606,172708.276236984,172856.366679376,172994.98713654,173075.528485988,173053.724078098,173056.980013356,173058.402470495,173298.560615138,174215.903041675,175018.188349403,175725.761535153,176374.197873172,176981.981787288,177557.341656905,178121.967775432,178653.133509876,179072.576394559,179406.481096064,179708.179391132,180051.625733172,180411.820364943,180721.553453775,181030.667419536,181306.224410261,181561.7429422,181763.001718045,181953.883679638,182123.987641588,182270.160757569,182414.609308289,182546.734026073,182667.458052676,182766.817637328,182869.089597854,182967.064800017,183052.05319415,183116.294696083,183173.340247521,183230.044217241,183288.495263059,183334.924882473
166716.642886898,173495.093943811,179911.044053283,185963.379668027,191655.144227776,196643.84120533,200731.347430524,203795.142210946,205501.396180621,206824.953436407,208039.142487589,209143.827574598,210163.395997288,211965.750196875,213548.181465186,214976.776496101,216283.361913327,217880.265030028,218570.448018388,219180.807708507,219663.445475405,220134.166496536,220614.385077438,221028.25433223,220727.393448698,219068.122905713,217068.531667566,214661.215510711,212235.920456229,210067.94146911,208196.24883696,206549.379420427,205177.878018405,204098.514769488,203304.882714378,202958.133094668,202728.054310851,202502.305799392,202312.072084867,202128.23476446,201966.35925347,201846.385573894,201732.303083201,201505.868638595,201319.257855176,201148.219209189,201028.849039642,200848.538678933,200683.166938535,200499.194398067,200272.959355871,200106.803864226,199938.064244097,199808.610679669,199673.192380736,199480.73835354,199501.369904501,199555.20322424,199540.147358339,199564.247132575,199578.891339291,199594.189760835,199618.129289934,199655.988287897,199637.076634537,199608.114000621,199580.012558193,199565.932524042,199548.759823459,199524.605523914,199504.526108002,199494.505754318,199469.408681951,199442.684849978,199424.697010204,199422.771894424,199415.388533417,199403.840522377,199384.686882367,199385.617699213
166716.642886898,169895.110450165,172843.943959655,175575.352337561,178101.674658668,180438.830705425,182597.908485467,184466.765718451,185136.139763785,185511.497320519,185854.464019185,186163.666701465,186449.71900851,187270.845246999,188422.925758832,189496.903586225,190475.681740803,190875.245582138,190651.269458818,190418.818951046,190212.98507213,190117.639777512,190062.080866555,190008.413045371,189968.889567724,189982.280140697,189889.805758719,190151.469505593,190491.736500938,190757.718192868,191035.525112091,191225.084498304,191537.390214861,191805.428707085,192023.522644275,192057.002355138,192034.368527223,192000.522887053,191988.630957946,192034.97065411,192080.577289547,192127.50112819,192185.354932627,192394.043666671,192581.178228504,192758.12073147,192939.381170699,193065.974542069,193270.458882696,193447.356536773,193511.200172702,193500.520705987,193502.864130505,193517.305376002,193551.292314778,193608.267223838,193591.499911045,193593.14754925,193572.878899244,193564.0734,193555.873719345,193537.376024513,193525.658962647,193500.698631639,193512.758532975,193518.631205193,193524.398775152,193540.097771215,193546.63445421,193546.523815856,193545.396151267,193551.422191676,193534.685889812,193526.949880328,193517.872304388,193523.797999695,193509.259143665,193506.644600197,193485.621987064,193488.542194455
166716.642886898,180925.522279162,194923.919956395,208619.641092539,221934.815175807,235942.751664391,251371.859487784,265819.373913949,278768.919022502,290903.31088571,302420.484194589,313309.708234744,323573.970647198,333064.186637516,341450.767831407,349198.43259201,356411.269105064,361444.916929767,364835.020319554,367952.763589285,370701.655609047,372948.239408005,374966.509859008,376809.54480709,378527.60677644,380049.800782353,382305.713937298,384372.960080356,386420.695498673,388323.209082541,390224.248491083,391735.344677595,393301.100152672,394535.197994799,395832.494698372,396982.787850818,398224.939791865,399213.327443484,400255.553502653,401497.558775499,402534.81652165,403548.953414264,404536.057905094,405619.714664704,406644.439985115,407604.383359061,408640.518036197,409602.519051119,410609.655634441,411516.830135754,412835.082696255,414187.590173304,415491.882685267,416614.641944399,417319.400524076,418235.005237752,419502.391549798,420777.599851866,422120.260827662,423264.248332608,424293.172183721,425358.182872492,426225.493886892,427003.211726654,427581.939518672,428116.137268594,428588.306553832,428986.409777665,429349.109699256,429658.379124783,429955.807745183,430188.315400186,430443.818794655,430655.06684049,430851.361878742,430996.480145805,431160.25115553,431285.03867616,431444.189635932,431558.975502999
166716.642886898,162917.689979997,159531.649184076,156507.727345836,153802.377138872,150734.129868992,146999.481116852,143233.694812624,139671.686531318,136464.77432464,133606.908980506,131052.013101623,128769.67120293,126844.634318885,125037.850194799,123407.553118985,121937.890332905,120924.754772656,120010.61848196,119224.040801354,118569.662426403,117905.057475496,117271.36807397,116707.99650633,116236.406457053,115836.453768115,116143.013957523,116636.225042082,117279.865753328,117876.950987572,118431.19832265,118877.951831013,119256.671872076,119457.887115463,119588.667110942,119845.024929538,120076.659934301,120221.809931031,120381.412665349,120520.173189118,120604.090067891,120699.615110691,120819.989051779,120910.962710631,120994.610401179,121074.231452434,121142.869300795,121224.648272729,121282.482430539,121348.796407489,121481.276652784,121568.539924329,121598.20085484,121496.472383467,121334.056205133,121212.318653728,121111.653956403,121014.241876907,120972.729657258,120907.101148025,120848.516594897,120794.865648531,120754.353766027,120720.48841906,120685.937211524,120662.365652963,120646.851261721,120628.70302303,120619.174043177,120610.086390606,120606.531439966,120598.406120317,120605.357453447,120608.563978302,120610.963410376,120600.483026067,120602.264913835,120594.747525235,120597.758790917,120588.961220048
166716.642886898,166369.825790127,166054.447189359,165767.606522795,165506.679426895,164786.719965588,163375.846701071,162695.089138725,162488.267688159,162378.099521827,162277.709107162,162184.718340668,162101.616539149,161936.727001713,162361.113018217,162802.303891657,163201.097691573,164190.015379549,165065.02481451,165822.53433574,166467.24369712,166915.277909618,167259.013412432,167597.884363912,168061.678893254,168784.565567554,169341.25772796,170025.856690115,170741.18052604,171362.558440543,171910.088802704,172295.268860232,172850.685281893,173381.111621622,173854.807814935,174274.891317578,174629.350573613,174895.162446768,175200.636922469,175419.791382509,175520.586810261,175627.165954537,175717.741769863,175974.945400637,176209.20395751,176427.577600733,176607.582731946,176795.453347779,176939.923902729,177077.787220539,177210.79469344,177361.765059204,177513.275085223,177611.305229692,177701.751675188,177804.408154149,177916.648123469,178049.011512471,178233.427497288,178395.863970927,178580.685454776,178743.550704765,178916.388578909,179082.272107478,179266.040047577,179434.222948801,179591.049257068,179734.258649396,179867.288939163,179987.768718727,180098.101575027,180203.99383615,180302.808270625,180381.892478798,180451.550273168,180520.323216767,180586.056208584,180642.678239537,180688.891829838,180732.040299003
166716.642886898,162917.689979997,159531.649184076,156507.727345836,153802.377138872,151170.055029035,148490.192448338,145517.055713711,142139.877876001,138984.851761327,136171.097803064,133654.866258995,131404.7241199,128904.938081777,127129.906421689,125604.401815833,124231.604479628,122906.146169833,121554.430846053,119865.158849316,117706.660460606,115781.200219391,114065.378707731,112516.592207975,111187.080926319,110248.964624155,109625.508140517,108977.781170504,108203.927374675,107389.531357356,106640.943399021,105969.891322258,105296.404953326,104614.531284558,103957.305251847,103208.445109775,102387.516795776,101721.458164579,101115.970757393,100675.372137801,100345.273550787,100065.006397112,99864.3161396682,99741.5366533488,99622.4552718966,99473.7331254367,99186.110748766,99052.6411312763,98910.585708244,98785.5592578442,98647.5101126482,98548.9154355827,98441.8707461657,98365.5087881254,98327.8620426504,98403.7596389024,98460.5809235344,98513.6228894671,98606.1316647139,98687.6098207905,98761.7035899412,98822.4558865799,98890.5236223109,98957.8570283464,99016.5381818075,99078.3159908002,99132.4068318451,99176.1029284899,99218.9980576049,99254.1566048668,99286.3396337054,99306.9227342526,99335.9470578202,99360.1115013367,99379.0664301308,99383.6669651017,99400.2519103717,99407.2357692107,99421.9428406773,99424.0965311453
166716.642886898,173495.093943811,179911.044053283,185963.379668027,191655.144227776,196011.789029412,198486.130702934,200233.422955465,202350.839701649,204423.353803289,206331.021577376,208077.36241832,209688.866756615,211088.33186179,212587.401094512,213988.986466493,215270.115289629,215445.412535505,215685.0493571,215959.128273819,216063.412736799,216212.914124042,216364.200388509,216498.947070181,216556.246014854,216392.750781832,216100.869142024,215241.766716047,214168.827666321,213274.880577573,212457.413578456,211791.85188662,211001.483694067,210240.026490979,209521.75276064,208947.195670534,208510.128940342,208128.267866783,207811.671213919,207533.911880453,207251.049809054,207010.48293359,206734.302437346,206447.589577633,206227.425907561,205953.715529006,205468.283134753,205013.079190875,204575.170293574,204143.592349636,203873.996914951,203638.035022315,203453.925518397,203282.040415929,203199.814338719,203131.657489595,203070.765495907,203023.565538958,202987.570740838,202934.278093664,202882.492709707,202845.121392462,202804.562298919,202780.770956532,202722.21731461,202665.33992519,202616.720630451,202578.089566965,202537.097433646,202492.082378437,202453.377588089,202430.670956076,202397.93340083,202377.956427628,202357.754786868,202353.316341164,202320.531121193,202311.464674134,202286.454431518,202287.760657521
166716.642886898,169895.110450165,172843.943959655,175575.352337561,178101.674658668,180423.08884109,182542.255747118,184378.645234501,184274.535139043,183776.82642863,183324.825896583,182908.100098987,182535.082525496,180500.415735748,177385.903715391,174534.963642318,171977.881057518,169533.769750812,166729.910488076,164358.205414316,162521.688468268,160832.282768552,159295.879694816,157912.117787034,156720.041064608,155662.366039574,154494.371326899,153576.64740042,152894.410485265,152409.746536991,152078.477515993,151971.28598473,151775.094321762,151706.655976427,151545.449242522,151169.55595653,150835.863108033,150556.972265818,150563.797980316,150859.653010374,151088.242126011,151329.670823381,151574.441578157,151610.739125748,151655.418169944,151697.009572434,151759.255938465,151780.864732805,151774.179500779,151740.139850822,151804.938333902,151852.929082824,151922.2396561,151842.590170085,151660.920816434,151288.781971851,151057.652887958,150853.836548017,150693.837175603,150529.343430269,150433.272064648,150348.270062715,150286.85655271,150227.050535323,150191.605820305,150151.18969093,150110.849011259,150082.974310074,150063.607810612,150018.189385106,149973.777599857,149937.610544229,149878.577803378,149842.688185,149809.907252393,149794.824650054,149750.637933573,149730.357305683,149681.020405632,149664.602925577
166716.642886898,169895.110450165,172843.943959655,175575.352337561,178101.674658668,180933.824522026,184354.062058824,187255.276404393,189464.169980662,191397.735408012,193176.917597306,194813.243138883,196315.449078282,198182.938975148,200167.400418478,201989.050522476,203661.012345403,205715.618760263,207000.722851855,208135.51340442,209188.366743428,210233.240919279,211230.820944138,212135.387907929,212999.946275029,213871.353411416,214295.205572356,214761.870284465,215649.310943985,216634.717739625,217637.930415636,218516.570524707,219642.487967027,220848.610200271,221997.146982612,222940.289491214,223770.759489281,224529.035176401,225235.68373846,225947.804540043,226588.35681227,227201.04096788,227789.333033615,228232.426230521,228637.916835451,229014.282630628,229384.838932089,229756.228386011,230069.499545376,230357.14551592,230578.286286947,230721.13605803,230834.049480438,230769.351773062,230691.684103974,230597.679795371,230521.610712129,230480.493454779,230445.826262419,230430.800693079,230398.512651111,230322.556798939,230297.06604082,230275.426343547,230173.135789927,230078.528450035,229999.53315496,229934.975500315,229888.58625148,229844.73263513,229806.763332215,229760.58678205,229726.787610142,229678.363033369,229650.012917227,229617.861939572,229615.887253048,229580.215173977,229556.263082102,229527.670100325
166716.642886898,173495.093943811,179911.044053283,185963.379668027,191655.144227776,197907.159646414,205273.229008676,213318.807286277,220048.340476655,226133.922960683,231825.490345499,237137.52243522,242082.062705028,246419.127569486,250694.129914038,254663.0842412,258331.170802806,260810.818496029,262905.514732653,264806.15162178,266535.960023721,268012.154102735,269315.570900336,270530.119964753,271598.913838326,272499.732971782,273933.121953312,275283.510476788,276655.995305818,277851.592802661,279049.530595101,279949.963633793,280698.746491907,281057.706776113,281483.369120928,281982.132815042,282497.550606257,282977.943399656,283392.645244451,283994.222960361,284616.384735771,285186.89815997,285761.591099877,286340.461011694,286853.38751432,287342.897521417,287871.634065733,288320.808466282,288663.390498196,288993.715140542,289397.175813452,289803.237742786,290178.841819463,290531.733422034,290803.623099222,291045.01550246,291225.755756455,291397.898261578,291580.22972477,291779.545964517,291926.401545007,292060.858812618,292210.265605939,292402.235975214,292525.074752541,292670.059797635,292799.194450631,292885.997631647,292993.507116847,293087.744763212,293182.573407795,293239.435870993,293355.193177184,293417.493821802,293481.726131687,293504.030074867,293577.594248075,293610.596790824,293698.823049953,293726.088878368
166716.642886898,169895.110450165,172843.943959655,175575.352337561,178101.674658668,181207.123977258,185328.830331773,188809.590874682,193900.888263385,199104.995816128,203968.380455291,208512.594851495,212731.438188566,216334.412503959,219656.788033106,222712.365720329,225541.052136958,228456.295434567,231044.584099768,233486.659190363,235812.157660141,237991.834353236,240029.168437241,241884.102546394,243536.502811661,244632.851049032,245462.26653702,245765.955898894,245996.123362658,246300.463014685,246467.558253583,246392.335104146,245209.541528072,244032.103513379,243099.117412593,242316.543060333,241649.126480562,240974.971433273,240421.902252026,239719.859962387,238849.606551265,238097.941348034,237390.797050337,236465.257807134,235635.218996555,234887.429155036,234260.787530376,233580.099911875,232928.789631719,232311.283571145,231577.158305055,230755.123776914,230004.76539672,229331.40737475,228732.279486043,228126.584357146,227658.869566182,227318.696701796,226945.216951623,226689.297359075,226464.71844269,226190.226899198,226005.104873496,225830.745313583,225663.560885777,225494.404249036,225323.303779107,225183.120523768,225054.281248667,224927.438697954,224804.429249224,224708.0322723,224592.569221397,224483.843212289,224386.63779896,224330.603413934,224259.801548389,224205.637225459,224123.385067322,224078.968648372
166716.642886898,169895.110450165,172843.943959655,175575.352337561,178101.674658668,180059.83380919,181261.388367371,182354.738415441,184367.636777199,186451.105104647,188370.228991791,190135.414638948,191758.832737524,193492.282693766,195452.986741443,197279.74626159,198957.754242897,201095.603721883,202589.621316412,203905.261807972,205041.435991053,206126.741317226,207143.077164794,208067.580744473,208916.045297416,209663.123131579,210001.906102084,210699.979261202,211524.11611463,212299.174846251,213118.574764478,213996.152876513,214740.085493165,215495.055371295,216120.760689185,216691.691043373,217375.600373467,218010.23357267,218611.773840852,219124.944373527,219553.123272256,219956.392619769,220328.917399934,220759.69646497,221143.7199664,221498.345441908,221839.271219574,222113.356218877,222330.875917726,222524.2810734,222760.816845178,222869.813087895,222968.064591265,223065.616908649,223114.74081756,223123.343244099,223175.515496059,223233.368975997,223318.793174783,223371.214450976,223426.066562449,223475.351168457,223535.480475924,223584.862661183,223649.398630451,223703.737998721,223759.322321604,223814.200879791,223865.610301044,223910.533759993,223954.964235209,224005.772404478,224050.212377594,224095.354515366,224131.486796498,224161.060785627,224187.530740277,224211.917703402,224235.385561754,224253.895800079
166716.642886898,159537.185197879,153265.073728311,147765.110643558,142925.779765984,138295.550277704,133662.95573114,129562.39915459,125905.574347915,122658.17662209,119771.977639433,117200.972891048,114906.830889175,112842.239728154,110627.58443749,108619.516583169,106821.361979215,104968.882611102,103184.145734665,101641.754502435,100416.923720145,99408.3719594053,98516.9544319442,97711.8155279315,97047.5456933116,96643.1686202827,96375.9097259261,96109.5410513424,95864.1808421659,95631.1119672616,95369.9251515196,95098.3990143183,94871.060142039,94644.6358102708,94409.3712348442,94062.889591259,93753.675236723,93486.5063631008,93225.5924250368,93003.903163747,92826.7749820232,92627.455387905,92313.5875244296,91934.5793548665,91587.3970492385,91272.6597360141,91016.6932339746,90737.0173379908,90530.2159077956,90346.0826698472,90127.0383819476,89933.8771255371,89769.4040796147,89648.4153294832,89554.0235023129,89495.5175560902,89485.8845447905,89494.4026182053,89487.9508351295,89483.6034668406,89470.1477748674,89453.0659679385,89436.4444340152,89418.6982133853,89396.1806712964,89375.3856034355,89351.8296358802,89328.0981224011,89308.0928597165,89288.6159311272,89270.6382263201,89248.5428888535,89236.2736766931,89222.6459458258,89208.7356161583,89189.4482654446,89178.607959002,89164.10425288,89157.060969216,89144.3561983436
166716.642886898,169895.110450165,172843.943959655,175575.352337561,178101.674658668,181333.644777827,185781.331342052,189532.7050089,193346.308788332,196975.482447118,200341.660662382,203464.670528574,206346.681156929,209302.49789866,210564.883849681,211565.17162525,212488.432560477,213325.369567609,213714.434575301,214174.402586268,214814.082884116,215407.251291171,215984.815826378,216489.894112588,216976.085635415,217246.044297116,216018.71235944,214509.42339787,212927.782938184,211546.283333566,210092.991252585,208565.740226117,207065.372383363,205359.489874635,203784.793393019,202464.071155296,201266.588859707,200122.44884273,199116.752064377,198451.450373202,197906.795416088,197450.567548402,197070.284778443,196833.098280838,196626.544646272,196448.710236296,196375.167555529,196390.180741114,196499.528345521,196608.418709273,196747.952644037,196864.040376905,196854.120649513,196878.125028331,196947.652289581,196992.784800433,197082.728519486,197207.221385678,197237.826011379,197231.635145399,197224.754490329,197199.6475054,197207.66101671,197203.619779355,197251.750170236,197295.785963639,197322.417131471,197352.826387754,197377.651701322,197392.8843079,197416.528528749,197460.547438159,197479.743264453,197469.010025037,197446.535898088,197439.590510362,197407.516088834,197394.408935718,197349.700264228,197339.1369461
166716.642886898,169895.110450165,172843.943959655,175575.352337561,178101.674658668,181232.421073274,185419.242276556,188953.992655256,194291.820441507,199779.186235044,204913.96401566,209717.715447748,214182.110918213,218881.505170019,222512.857117999,225766.418589617,228782.10008461,232472.765938614,236705.900333467,240736.207507059,244439.26294052,247774.532160412,250863.092661855,253689.137203402,256215.220564281,258108.531544965,260345.325212205,262820.437480957,265298.669180361,267608.142797675,269767.68812853,271779.008181313,273457.066943431,274767.598105694,275950.09714351,277104.120913007,278206.479214251,279230.180860343,280166.21188193,280726.859156001,281026.831014555,281204.508424453,281080.671231824,281057.227747621,281033.915090297,281019.019571886,281133.15515535,281137.374468186,281062.962212194,281028.533391354,281210.931967094,281390.993610835,281541.261968556,281675.02212195,281797.639020273,281784.142471904,281756.991753923,281801.40912258,281867.782212686,281904.332898675,281940.570668799,281974.628152432,282009.092453875,282036.101767018,281945.57068846,281860.428815245,281781.289484905,281708.967124073,281638.615626322,281574.092228067,281513.457006784,281465.041477409,281400.019750731,281346.264671074,281295.87964631,281269.099852447,281218.626888239,281191.629886315,281133.112913203,281105.837718998
